referenceDate,valeurDate,availDate,transactionCode,documentNr,notes,amountDebit,amountCredit,balance
12/14/2022,12/9/2022,12/14/2022,69,010-001140000351936,SOUTA OLGA ARTA GR,2.50,0.00,"20,920.71"
12/14/2022,12/12/2022,12/14/2022,69,030-001140000232747,qkHPzMH kOc/sMOY dEH  GR,97.00,0.00,"20,823.71"
12/14/2022,12/8/2022,12/14/2022,69,060-001140000176795,SOUTA OLGA ARTA GR,2.50,0.00,"20,821.21"
12/14/2022,12/12/2022,12/14/2022,69,060-001140000176800,MY MARKET 594 ARTA METAMORFOSI GR,2.25,0.00,"20,818.96"
12/14/2022,12/10/2022,12/14/2022,69,060-001140000176813,SKLAVENITIS ARTA ARTA GR,7.18,0.00,"20,811.78"
12/14/2022,12/12/2022,12/14/2022,69,080-001140000142665,DEVA ARTAS ARTA GR,28.00,0.00,"20,783.78"
12/14/2022,12/11/2022,12/14/2022,69,080-001140000142684,PAPPAS THEOFILOS .        A GR,8.50,0.00,"20,775.28"
12/15/2022,12/12/2022,12/15/2022,69,080-001140000142939,TIP TOP N SKOUFA 1 GR,2.40,0.00,"20,772.88"
12/16/2022,12/14/2022,12/16/2022,69,080-001140000143189,EMPOROS ARTA GR,5.00,0.00,"20,767.88"
12/19/2022,12/14/2022,12/19/2022,69,080-001140000143470,4089 MAKRAION ARTA A ARTA GR,20.02,0.00,"20,747.86"
12/20/2022,12/16/2022,12/20/2022,69,001-001140001870368,TSIOUNIS ILIAS ARTA GR,25.00,0.00,"20,722.86"
12/20/2022,12/16/2022,12/20/2022,69,001-001140001870546,FOTOS CHRISTOS ARTA GR,12.00,0.00,"20,710.86"
12/20/2022,12/16/2022,12/20/2022,69,001-001140001870627,A GKARTZIOS  V PAPPA ARTA GR,15.00,0.00,"20,695.86"
12/20/2022,12/15/2022,12/20/2022,69,001-001140001870662,METRO 108 ARTA THESI TOP GR,16.17,0.00,"20,679.69"
12/20/2022,12/15/2022,12/20/2022,69,060-001140000177905,AB_ARTA_538 ARTA GR,3.25,0.00,"20,676.44"
12/20/2022,12/18/2022,12/20/2022,69,060-001140000178048,REGGINA EVAGGELIA PREVEZA GR,3.56,0.00,"20,672.88"
12/20/2022,12/18/2022,12/20/2022,69,080-001140000143836,IPEIROTIKI FUELS PG E E THESPROTIAS GR,50.00,0.00,"20,622.88"
12/20/2022,12/17/2022,12/20/2022,69,080-001140000143853,K KALOGIROU IKE ARTA GR,25.50,0.00,"20,597.38"
12/20/2022,12/18/2022,12/20/2022,69,080-001140000143974,ANYFANTI ANNA LOUROS GR,7.00,0.00,"20,590.38"
12/21/2022,12/17/2022,12/21/2022,69,001-001140001872728,KALOKAIRI V.-KARAGIANNIS ARTA GR,6.40,0.00,"20,583.98"
12/21/2022,12/18/2022,12/21/2022,69,080-001140000144673,LIDL ARTA 150 ARTA GR,10.17,0.00,"20,573.81"
12/21/2022,12/17/2022,12/21/2022,69,080-001140000144710,LIDL ARTA 150 ARTA GR,33.63,0.00,"20,540.18"
12/23/2022,12/23/2022,12/23/2022,200,001-000990000031649,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,673.54,"21,213.72"
12/23/2022,12/23/2022,12/23/2022,200,001-000990000031725,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,316.19,"21,529.91"
12/23/2022,12/21/2022,12/23/2022,69,001-001140001876552,MY MARKET 594 ARTA METAMORFOSI GR,1.24,0.00,"21,528.67"
12/28/2022,12/24/2022,12/28/2022,69,001-001140001883945,MY MARKET 594 ARTA METAMORFOSI GR,37.28,0.00,"21,491.39"
12/28/2022,12/26/2022,12/28/2022,69,001-001140001884929,TOLIS XRHSTOS K SIA EE ARTA GR,13.50,0.00,"21,477.89"
12/28/2022,12/26/2022,12/28/2022,69,080-001140000146277,NASOYLAS GEORGIOS SOTI ARTA GR,8.50,0.00,"21,469.39"
12/29/2022,12/24/2022,12/29/2022,69,001-001140001887770,LIDL ARTA 150 ARTA GR,19.78,0.00,"21,449.61"
12/29/2022,12/24/2022,12/29/2022,69,001-001140001887944,IOANNIS ZIRAS KOMMENOY 7 GR,46.49,0.00,"21,403.12"
12/29/2022,12/24/2022,12/29/2022,69,080-001140000147004,AB VASILOPOULOS S.A. ARTA GR,7.95,0.00,"21,395.17"
12/30/2022,12/24/2022,12/30/2022,69,050-001140000112868,SKLAVENITIS ARTA ARTA GR,2.95,0.00,"21,392.22"
12/31/2022,1/1/2023,12/31/2022,5,ΤΤ - 0010025854370,Flows Interests,0.00,0.00,"21,392.22"
12/31/2022,1/1/2023,12/31/2022,6,ΤΤ - 0010025854370,Flows Interests,0.00,17.60,"21,409.82"
12/31/2022,1/1/2023,12/31/2022,7,ΤΤ - 0010025854370,Flows Interests,2.64,0.00,"21,407.18"
12/31/2022,1/1/2023,12/31/2022,8,ΤΤ - 0010025854370,Flows Interests,0.00,0.00,"21,407.18"
